Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Gaia ID,Star H Mag,Star J Mag,Star K Mag,Star V Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star T Mag,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star RA,Star Dec,Planet Name,Planet Radius [Re],Planet Radius Error Upper [Re],Planet Radius Error Lower [Re],Planet Radius [Rj],Planet Radius Error Upper [Rj],Planet Radius Error Lower [Rj],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Planet Mass [Mj],Planet Mass Error Upper [Mj],Planet Mass Error Lower [Mj],Mass Flag,RV Flag,RV Amplitude [m/s],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Transit Temperature [K],Eclipse Temperature [K],Planet Semi-major Axis [AU],Planet Semi-major Axis [m],Planet-Star Separation Transit [m],Planet-Star Separation Eclipse [m],Planet Albedo,Molecular Weight,Transit Duration [s],Impact Parameter,Heat Redistribution Factor,Inclination,Inclination Error Upper,Inclination Error Lower,Eccentricity,Eccentricity Error Upper,Eccentricity Error Lower,Eccentricity Flag,Periastron,Periastron Error Upper,Periastron Error Lower,Transit Mid Time [JD - 2450000],Transit Mid Time Error Upper [days],Transit Mid Time Error Lower [days],Transit Mid Time Flag,Eclipse Mid Time [JD - 2450000],Eclipse Duration [s],Transit Flag,Transit Depth [%],Transit Depth Error Upper [%],Transit Depth Error Lower [%],"Known (Y=1,N=0)",Discovery Year,FGS1_Flag,FGS2_Flag,FGS_Flag,Tier 1 Transits,Tier 1 Eclipses,Tier 2 Transits,Tier 2 Eclipses,Tier 3 Transits,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,Max Tier
HD 118203,1.84,-0.24,0.24,5864.0,-25.0,25.0,2.06,-0.06,0.06,92.2589,-0.2352,0.2364,4.08,-0.05,0.05,Gaia DR2 1560420854826284928,6.608,6.861,6.543,8.05,7.89255,6.472,6.45,6.501,6.438,0,0.23,,,[Fe/H],4.6,-0.8,0.8,K0,203.509956,53.7281876,HD 118203 b,13.136925416660134,0.7622106897038303,-0.7622106897038303,1.172,0.068,-0.068,114.55817085527217,0.0,0.0,0.360440314579457,0.0,0.0,1,1,0.0,6.1335,-0.0006,0.0006,1384.4509336485175,1546.4965756425015,1360.325202640609,0.080414612694697,12021984597.857204,9637252824.43076,12455629726.1102,0.3,2.3,17994.421708001693,0.0,1,90.0,,,0.31,-0.01,0.01,0,155.7,-2.4,2.4,9657.44946100004,0.001221,-0.001221,0,9660.51621100004,23256.819968676948,1,0.386,0.000137,-0.000137,1,2005,0,0,0,1.0,1.0,2.0,1.0,2.0,2.0,Either,1.0,1.0,2.0,3
HD 136352,0.87,-0.04,0.04,5664.0,-61.0,61.0,1.06,-0.02,0.02,14.682,-0.0198,0.0199,4.39,-0.11,0.11,Gaia DR2 5902750168276592256,3.898,4.308,4.159,5.65,5.48495,,,,,0,-0.24,-0.05,0.05,[M/H],12.3,-2.9,1.2,G4 V,230.4401147,-48.3188174,HD 136352 c,2.914334990044057,0.0784628651165707,-0.0784628651165707,0.26,0.007,-0.007,11.2384124571877,0.6515482335190834,-0.6293002450574561,0.03536,0.00205,-0.00198,0,1,2.61,27.59221,-0.00011,0.00011,701.0290483204922,701.0290483204922,701.0290483204922,0.1707212292585254,25522823774.149555,25522823774.149555,25522823774.149555,0.1,2.3,11824.892751454929,0.872,1,88.571,-0.045,0.042,0.0,,,0,-110.22,-75.76,74.58,8954.409899999853,0.00052,-0.00054,0,8968.206004999853,11824.892751454929,1,0.0638,0.0024,-0.0022,1,2019,0,0,0,10.0,596.0,17.0,640.0,24.0,1078.0,Transit,10.0,17.0,24.0,2
HD 149026,1.42,-0.33,0.33,6179.0,-15.0,15.0,1.41,-0.03,0.03,75.8643,-0.1733,0.174,4.37,-0.04,0.04,Gaia DR2 1331356474971716992,6.899,7.118,6.819,8.15,8.01416,6.786,6.802,6.822,6.846,0,0.32,,,[Fe/H],2.6,-0.2,0.2,G0,247.6229827,38.3475349,HD 149026 b,8.294645740894623,0.2241796146187736,-0.2241796146187736,0.74,0.02,-0.02,102.3407469234853,4.449597692325447,-3.813940879136098,0.322,0.014,-0.012,0,1,37.9,2.87589,-2e-06,2e-06,1622.101506548941,1622.101506548941,1622.101506548941,0.0445178739792409,6655422159.896517,6655422159.896517,6655422159.896517,0.3,2.3,10403.587375898878,0.571,1,84.55,-0.58,0.58,0.0,,,0,109.0,-21.0,21.0,4456.787609999999,0.00014,-0.00014,0,4458.225554999999,10403.587375898878,1,0.29,0.0087,-0.0087,1,2005,0,0,0,2.0,1.0,6.0,2.0,11.0,3.0,Eclipse,1.0,2.0,3.0,3
HD 1397,1.32,-0.05,0.04,5521.0,-60.0,60.0,2.34,-0.06,0.05,79.5702,-0.1731,0.1738,3.82,-0.02,0.02,Gaia DR2 4707634458245031552,6.09,6.442,5.988,7.79,7.59336,6.018,5.898,5.988,5.921,0,0.29,-0.09,0.09,[Fe/H],4.51,-0.5,0.5,G5 III/IV,4.4471631,-66.3589285,HD 1397 b,11.500414229943086,0.280224518273467,-0.3026424797353443,1.026,0.025,-0.027,116.64302522024563,6.992224945082845,-7.310053351677521,0.367,0.022,-0.023,0,1,28.3,11.53533,-0.0008,0.00079,1189.5310148879355,1234.6795111502297,1223.3752058227174,0.10968185319253,16397437052.28324,15224355035.927313,15507008934.44677,0.3,2.3,31210.0930140653,0.17,1,88.99,-0.73,0.67,0.251,-0.019,0.02,0,2.1,-7.0,6.1,8332.082609999925,0.0006,-0.0006,0,8337.850274999924,31789.53657294232,1,0.2037,0.0027,-0.0023,2,2018,0,0,0,3.0,2.0,4.0,3.0,6.0,4.0,Eclipse,2.0,3.0,4.0,2
HD 152843,1.15,-0.04,0.04,6310.0,-100.0,100.0,1.43,-0.02,0.02,107.898,-0.316,0.318,4.19,-0.03,0.03,Gaia DR2 4564566554995619072,7.655,7.896,7.629,8.855,8.76412,7.563,7.594,7.607,7.517,0,-0.16,-0.05,0.05,[Fe/H],3.97,-0.75,0.75,G0,253.7848853,20.491524,HD 152843 b,3.407530142205359,0.1345077687712641,-0.1232987880403254,0.304,0.012,-0.011,11.559419147848322,6.579048016509769,-6.140444815409118,0.03637,0.0207,-0.01932,0,1,3.09,11.6264,-0.0025,0.0022,1084.6469719106044,1084.6469719106044,1084.6469719106044,0.1053059493311556,15743239425.007772,15743239425.007772,15743239425.007772,0.3,2.3,19624.8131543518,0.32,1,88.85,-0.73,0.73,0.14,-0.1,0.25,0,,,,8994.283100000117,0.0024,-0.0029,0,9000.096300000117,19624.8131543518,1,,,,2,2021,0,0,0,7.0,108.0,34.0,384.0,62.0,715.0,Transit,7.0,34.0,62.0,1
HD 152843,1.15,-0.04,0.04,6310.0,-100.0,100.0,1.43,-0.02,0.02,107.898,-0.316,0.318,4.19,-0.03,0.03,Gaia DR2 4564566554995619072,7.655,7.896,7.629,8.855,8.76412,7.563,7.594,7.607,7.517,0,-0.16,-0.05,0.05,[Fe/H],3.97,-0.75,0.75,G0,253.7848853,20.491524,HD 152843 c,5.828669980088114,0.1345077687712641,-0.1345077687712641,0.52,0.012,-0.012,28.77475373773325,0.0,0.0,0.0905355001021968,0.0,0.0,1,1,0.0,24.38,-3.4,6.23,847.4074176793657,847.4074176793657,847.4074176793657,0.1725222849478515,25792081599.7038,25792081599.7038,25792081599.7038,0.3,2.3,23656.60998708332,0.49,1,88.89,-0.15,0.18,0.115,-0.08,0.173,0,,,,9002.770800000057,0.0011,-0.0011,0,9014.960800000055,23656.60998708332,1,0.085558,0.006283,-0.006283,2,2021,0,0,0,3.0,54.0,12.0,168.0,22.0,305.0,Transit,3.0,12.0,22.0,2
HD 17156,1.41,-0.12,0.12,6040.0,-24.0,24.0,1.55,-0.04,0.04,78.0863,-0.2383,0.2397,4.2,-0.06,0.06,Gaia DR2 545560867790611072,6.857,7.08,6.763,8.17,8.03298,6.796,6.778,6.794,6.68,0,0.19,,,[Fe/H],3.37,-0.47,0.2,G5,42.4366123,71.7530882,HD 17156 b,12.32987880403255,0.3362694219281604,-0.3362694219281604,1.1,0.03,-0.03,1028.174895333773,10.170509011029594,-10.170509011029594,3.235,0.032,-0.032,0,1,271.56,21.21663,-0.00045,0.00045,854.994311164019,1466.3813221201335,755.0016114693171,0.1683116173239405,25162586789.929108,8556728833.029657,32277943157.33364,0.3,2.3,11157.113428129638,0.477,1,87.82,-0.17,0.17,0.68,0.0,0.0,0,121.32,-0.2,0.2,4884.028940000106,7.3e-05,-7.3e-05,0,4894.637255000106,42087.19010037437,1,0.53,0.0087,-0.0087,1,2007,0,0,0,18.0,6.0,80.0,10.0,147.0,14.0,Eclipse,6.0,10.0,14.0,2
HD 183579,1.03,-0.03,0.03,5788.0,-44.0,44.0,0.99,-0.03,0.04,57.2651,-0.1864,0.1875,4.5,-0.03,0.03,Gaia DR2 6641996571978861440,7.231,7.518,7.15,8.67,8.51549,7.09,7.137,7.138,7.04,0,-0.023,-0.05,0.05,[Fe/H],2.6,-1.2,1.4,G2 V,293.2866147,-54.5327284,HD 183579 b,3.5532468917075617,0.1457167495022028,-0.1232987880403254,0.317,0.013,-0.011,11.20027304839634,5.399904628043526,-5.399904628043526,0.03524,0.01699,-0.01699,0,1,2.7,17.471278,-6e-05,5.8e-05,736.1293176730259,736.1293176730259,736.1293176730259,0.1331738570500279,19909491628.97917,19909491628.97917,19909491628.97917,0.3,2.3,16328.57386445172,0.32,1,89.33,-0.4,0.41,0.0,,,1,90.0,,,8661.063149999827,0.00078,-0.00077,0,8669.798788999828,16328.57386445172,1,0.121955,0.003965,-0.003965,2,2021,0,0,0,3.0,196.0,11.0,609.0,19.0,1000.0,Transit,3.0,11.0,19.0,2
HD 189733,0.79,-0.08,0.08,5052.0,-16.0,16.0,0.75,-0.01,0.01,19.7638,-0.0127,0.0128,4.49,-0.05,0.05,Gaia DR2 1827242816201846144,5.587,6.073,5.541,7.67,7.41432,5.289,5.342,5.459,5.427,0,-0.02,,,[Fe/H],1.4,-1.9,4.9,K2 V,300.1821223,22.7097759,HD 189733 b,12.666148225960708,0.1120898073093868,-0.1120898073093868,1.13,0.01,-0.01,370.5879220893908,16.52707714292309,-15.573591923139066,1.166,0.052,-0.049,0,1,208.0,2.21857567,-1.5e-07,1.5e-07,1162.9306051282226,1162.9306051282226,1162.9306051282226,0.0307974894354558,4604224670.600653,4604224670.600653,4604224670.600653,0.3,2.3,6566.171352129756,0.6636,1,85.71,0.0,0.0,0.0,,,0,20.0,-50.0,37.0,3955.525551000144,9e-06,-9e-06,0,3956.634838835144,6566.171352129756,1,2.4,0.0058,-0.0058,1,2005,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,Either,1.0,1.0,1.0,3
HD 191939,0.81,-0.04,0.04,5348.0,-100.0,100.0,0.94,-0.02,0.02,53.6089,-0.0731,0.0733,4.3,-0.1,0.1,Gaia DR2 2248126315275354496,7.215,7.597,7.18,8.97,8.77476,7.04,7.178,7.178,7.099,0,-0.15,-0.06,0.06,[Fe/H],8.7,,,G9 V,302.0256247,66.8503014,HD 191939 b,3.407530142205359,0.0784628651165707,-0.0784628651165707,0.304,0.007,-0.007,9.99888167146847,0.6992224945082846,-0.6992224945082846,0.03146,0.0022,-0.0022,0,1,3.56,8.8803256,-4.7e-06,4.7e-06,864.4116593679678,866.1143518373996,863.7774125477778,0.0782896563111268,11704303618.513458,11661548284.763212,11724733997.638603,0.3,2.3,11354.09819636982,0.61,1,88.1,-0.1,0.14,0.031,-0.011,0.01,0,5.0,-35.0,40.0,9443.542359999848,0.00025,-0.00023,0,9447.982522799846,11415.61805386003,1,0.1248,0.001429,-0.001429,2,2020,0,0,0,2.0,58.0,9.0,214.0,17.0,400.0,Transit,2.0,9.0,17.0,2
HD 191939,0.81,-0.04,0.04,5348.0,-100.0,100.0,0.94,-0.02,0.02,53.6089,-0.0731,0.0733,4.3,-0.1,0.1,Gaia DR2 2248126315275354496,7.215,7.597,7.18,8.97,8.77476,7.04,7.178,7.178,7.099,0,-0.15,-0.06,0.06,[Fe/H],8.7,,,G9 V,302.0256247,66.8503014,HD 191939 d,2.992797855160628,0.067253884385632,-0.067253884385632,0.267,0.006,-0.006,2.800068262099085,0.6006956884639354,-0.6006956884639354,0.00881,0.00189,-0.00189,0,1,0.61,38.353037,-6e-05,6e-05,565.2185980711504,567.8327852521361,563.2949724257376,0.2076275438206269,31040317801.18372,30763659207.87543,31261309748.245216,0.1,2.3,20503.07955688283,0.44,1,89.49,-0.08,0.05,0.031,-0.012,0.018,0,15.0,-160.0,90.0,9433.90599999996,0.0005,-0.0009,0,9453.08251849996,20834.74909436478,1,0.1072,0.0038,-0.0038,2,2020,0,0,0,1.0,2280.0,3.0,5754.0,4.0,10814.0,Transit,1.0,3.0,4.0,2
HD 191939,0.81,-0.04,0.04,5348.0,-100.0,100.0,0.94,-0.02,0.02,53.6089,-0.0731,0.0733,4.3,-0.1,0.1,Gaia DR2 2248126315275354496,7.215,7.597,7.18,8.97,8.77476,7.04,7.178,7.178,7.099,0,-0.15,-0.06,0.06,[Fe/H],8.7,,,G9 V,302.0256247,66.8503014,HD 191939 c,3.194559508317524,0.0784628651165707,-0.0784628651165707,0.285,0.007,-0.007,7.999740993987965,1.0011594807732256,-1.0011594807732256,0.02517,0.00315,-0.00315,0,1,1.93,28.579743,-4.5e-05,4.5e-05,623.4432448582593,613.1921564883644,634.4074833683471,0.1706569604523291,25513215587.6232,26380664917.60239,24645766257.64401,0.1,2.3,16449.568327720848,0.63,1,89.1,-0.08,0.06,0.034,-0.013,0.034,0,-90.0,-40.0,220.0,9440.549099999946,0.0011,-0.0007,0,9454.838971499945,16449.568327720848,1,0.09,0.002215,-0.002215,2,2020,0,0,0,3.0,666.0,12.0,2211.0,22.0,3535.0,Transit,3.0,12.0,22.0,2
HD 202772 A,1.72,-0.07,0.06,6272.0,-71.0,77.0,2.59,-0.09,0.08,161.498,-2.388,2.459,3.85,-0.03,0.03,Gaia DR2 6790773586275235200,7.048,7.232,6.959,8.324,8.22688,6.882,6.94,6.945,7.12,0,0.3,-0.06,0.06,[Fe/H],1.7,-0.26,0.32,,319.6995877,-26.6163743,HD 202772 A b,17.317875229300263,0.5828669980088114,-0.6725388438563209,1.545,0.052,-0.06,323.2314895067842,22.24798846162724,-21.612331648437888,1.017,0.07,-0.068,0,1,96.4,3.308958,-8.3e-05,8.3e-05,2062.6546936285363,2102.9141934005056,2025.2155317702648,0.0521067243759164,7789955294.199504,7496607846.531429,8082866368.565122,0.3,2.3,20172.096165623185,0.403,1,84.51,-0.82,1.1,0.038,-0.027,0.042,0,98.0,-52.0,65.0,8338.610470000189,0.00024,-0.00024,0,8340.26494900019,21749.618096405808,1,0.3755,0.01,-0.0099,2,2019,0,0,0,1.0,1.0,4.0,1.0,6.0,1.0,Eclipse,1.0,1.0,1.0,3
HD 209458,1.23,-0.09,0.09,6091.0,-10.0,10.0,1.19,-0.02,0.02,48.3016,-0.1234,0.124,4.45,-0.02,0.02,Gaia DR2 1779546757669063552,6.366,6.591,6.308,7.65,7.50866,6.308,6.191,6.32,6.265,0,0.01,,,[Fe/H],3.1,-0.7,0.8,G0 V,330.7950219,18.8842419,HD 209458 b,15.580483216004769,0.2241796146187736,-0.2241796146187736,1.39,0.02,-0.02,216.75897329756825,4.449597692325447,-4.767426098920121,0.682,0.014,-0.015,0,1,84.27,3.52474859,-3.8e-07,3.8e-07,1405.910270404269,1405.910270404269,1405.910270404269,0.0486008563127466,7265828018.755618,7265828018.755618,7265828018.755618,0.3,2.3,11073.31404333471,0.507,1,86.71,-0.05,0.05,0.0,,,0,0.0,0.0,0.0,1659.9374199998565,2e-05,-2e-05,0,1661.6997942948565,11073.31404333471,1,1.5,0.0024,-0.0024,1,1999,0,0,0,1.0,1.0,1.0,1.0,1.0,1.0,Either,1.0,1.0,1.0,3
GJ 143,0.73,-0.07,0.07,4640.0,-100.0,100.0,0.7,-0.03,0.03,16.32,-0.0071,0.0071,4.61,-0.06,0.05,Gaia DR2 4673947174316727040,5.524,6.081,5.375,8.08,7.67906,,,,,0,0.003,-0.06,0.06,[Fe/H],3.8,-3.7,3.7,K4.5,51.7501882,-63.500166,HD 21749 c,0.8967184584750945,0.067253884385632,-0.0560449036546934,0.08,0.006,-0.005,0.6641281660041685,0.0,0.0,0.0020895808940423,0.0,0.0,1,0,0.0,7.78993,-0.00044,0.00051,687.8986057826851,687.8986057826851,687.8986057826851,0.0692979058482366,10360036924.311377,10360036924.311377,10360036924.311377,0.3,2.3,9274.09692976788,0.42,1,88.9,-0.37,0.5,0.0,,,0,,,,8371.228699999861,0.0016,-0.0015,0,8375.123664999861,9274.09692976788,1,0.020523,0.001656,-0.001656,2,2019,0,0,0,9.0,9561.0,23.0,20389.0,39.0,31131.0,Transit,9.0,23.0,39.0,1
HD 219666,0.92,-0.03,0.03,5527.0,-65.0,65.0,1.03,-0.03,0.03,94.1719,-0.2506,0.2518,4.4,-0.11,0.11,Gaia DR2 6492940453524576128,8.254,8.557,8.158,9.809,9.64956,8.08,8.138,8.1,8.25,0,0.04,-0.04,0.04,[Fe/H],10.0,-2.0,2.0,,349.5592665,-56.9039857,HD 219666 b,4.707771906994246,0.1681347109640802,-0.1681347109640802,0.42,0.015,-0.015,16.600177676439866,1.29991818297222,-1.29991818297222,0.05223,0.00409,-0.00409,0,1,6.17,6.03607,-0.00063,0.00064,1041.2326397396696,1041.2326397396696,1041.2326397396696,0.0631474146651384,9440538492.438194,9440538492.438194,9440538492.438194,0.3,2.3,7819.669770796511,0.838,1,86.38,-0.15,0.15,0.0,,,0,,,,8329.199599999934,0.0012,-0.0012,0,8332.217634999934,7819.669770796511,1,0.157537,0.00468,-0.00468,2,2018,0,0,0,2.0,17.0,11.0,104.0,22.0,196.0,Transit,2.0,11.0,22.0,2
HD 219134,0.81,-0.03,0.03,4699.0,-16.0,16.0,0.78,-0.01,0.01,6.53127,-0.00385,0.00384,4.57,-0.02,0.02,Gaia DR2 2009481748875806976,3.469,3.981,3.261,5.56911,5.2402,,,,,0,0.11,-0.04,0.04,[Fe/H],11.0,-2.2,2.2,K3 V,348.3372026,57.1696255,HD 219134 b,1.6028842445242313,0.0560449036546934,-0.0560449036546934,0.143,0.005,-0.005,4.738821542326601,0.1906970439568048,-0.1906970439568048,0.01491,0.0006,-0.0006,0,1,2.381,3.092926,-1e-05,1e-05,983.3417771404116,983.3417771404116,983.3417771404116,0.0387553336115117,5793922374.921007,5793922374.921007,5793922374.921007,0.3,2.3,3424.832782052052,0.9245,1,85.05,-0.09,0.09,0.0,,,0,0.0,,,7126.699130000081,0.00087,-0.00087,0,7128.245593000081,3424.832782052052,1,0.0358,0.0024,-0.0024,1,2015,0,0,0,10.0,131.0,28.0,278.0,47.0,446.0,Transit,10.0,28.0,47.0,1
HD 221416,1.21,-0.07,0.07,5080.0,-90.0,90.0,2.94,-0.06,0.06,95.5483,-0.7254,0.7364,3.58,-0.01,0.01,Gaia DR2 2388463203438164096,6.149,6.568,6.043,8.15,7.90776,6.017,5.938,6.02,5.922,0,-0.08,-0.08,0.08,[Fe/H],4.9,-1.1,1.1,K0 IV/V,353.0331863,-21.8012007,HD 221416 b,9.370707891064738,0.3474784026590991,-0.313851460466283,0.836,0.031,-0.028,60.387397252988215,5.720911318704146,-5.720911318704146,0.19,0.018,-0.018,0,1,14.1,14.2767,-0.0037,0.0037,1159.3635129089491,1100.8609414729597,1230.094835625315,0.1228203883841869,18361648063.435944,20370695767.277046,16315244962.889565,0.3,2.3,31943.332131783456,0.728,1,85.75,-0.35,0.36,0.115,-0.03,0.034,0,-106.0,-31.1,34.7,8357.014899999835,0.0025,-0.0026,0,8364.153249999834,31943.332131783456,1,0.082793,0.004446,-0.004446,2,2019,0,0,0,6.0,7.0,11.0,11.0,17.0,16.0,Eclipse,7.0,11.0,16.0,2
HD 23472,0.67,-0.03,0.03,4684.0,-99.0,99.0,0.71,-0.02,0.02,39.0341,-0.04,0.0401,4.53,-0.08,0.08,Gaia DR2 4674216245427964416,7.347,7.865,7.207,9.73,9.38476,7.003,7.222,7.183,7.039,0,-0.2,-0.05,0.05,[Fe/H],,,,K4 V,55.4590314,-62.7672667,HD 23472 c,1.87189978206676,0.1232987880403254,-0.1120898073093868,0.167,0.011,-0.01,3.410298802760861,0.8803846862672492,-0.8104624368164208,0.01073,0.00277,-0.00255,0,1,0.92,29.79749,-0.00014,0.00013,483.03904883891465,484.5991636241112,483.5348595481549,0.1647156419512088,24624988471.705715,24473442909.534027,24581298012.985588,0.1,2.3,10769.39403005102,0.785,1,89.095,-0.073,0.089,0.063,-0.043,0.054,0,2.0,-128.0,116.0,8370.103699999861,0.0019,-0.0018,0,8385.002444999862,10816.855031411227,1,0.060151,0.003366,-0.003366,2,2019,0,0,0,8.0,20982.0,43.0,71111.0,81.0,159344.0,Transit,8.0,43.0,81.0,1
HD 23472,0.67,-0.03,0.03,4684.0,-99.0,99.0,0.71,-0.02,0.02,39.0341,-0.04,0.0401,4.53,-0.08,0.08,Gaia DR2 4674216245427964416,7.347,7.865,7.207,9.73,9.38476,7.003,7.222,7.183,7.039,0,-0.2,-0.05,0.05,[Fe/H],,,,K4 V,55.4590314,-62.7672667,HD 23472 f,1.1321070538248068,0.0784628651165707,-0.0784628651165707,0.101,0.007,-0.007,0.7691447439591129,0.4386032011006512,-0.4004637923092903,0.00242,0.00138,-0.00126,0,1,0.29,12.1621839,-9.9e-05,0.00012,651.1858367244955,654.4692696198967,651.2812912019172,0.0906336420191128,13549729481.857372,13417817234.30396,13549497368.41666,0.1,2.3,10163.904653481455,0.57,1,88.81,-0.32,0.58,0.07,-0.051,0.048,0,4.0,-133.0,97.0,8360.075399999972,0.0049,-0.0078,0,8366.156491949972,10263.651453166156,1,0.029,0.002517,-0.002517,2,2022,0,0,0,5.0,10293.0,26.0,42802.0,49.0,72181.0,Transit,5.0,26.0,49.0,1
HD 2685,1.43,-0.04,0.05,6801.0,-76.0,76.0,1.56,-0.05,0.05,196.852,-0.771,0.777,4.21,-0.03,0.03,Gaia DR2 4684205720883329920,8.651,8.825,8.595,9.595,9.52025,8.552,8.575,8.536,8.261,0,0.02,-0.06,0.06,[Fe/H],1.31,-0.47,0.34,,7.3289156,-76.304032,HD 2685 b,16.1409322525517,0.560449036546934,-0.560449036546934,1.44,0.05,-0.05,371.8592357157695,38.13940879136097,-38.13940879136097,1.17,0.12,-0.12,0,1,117.4,4.12688,-4e-05,5e-05,1663.0075130231571,1664.379535245458,1675.9339633867803,0.0567697123283657,8487071993.090683,8475424273.395087,8358962519.00074,0.3,2.3,15535.386716299226,0.258,1,89.252,-0.444,0.415,0.091,-0.047,0.039,0,184.36,-6.56,6.27,8325.782970000058,0.0002,-0.0002,0,8327.846410000058,15321.913227089692,1,1.099,4e-06,-4e-06,2,2019,0,0,0,1.0,1.0,6.0,1.0,11.0,2.0,Eclipse,1.0,1.0,2.0,3
HD 260655,0.44,-0.01,0.01,3803.0,-10.0,10.0,0.44,0.0,0.0,10.0055,-0.00505,0.00505,5.2,-0.07,0.07,Gaia DR2 3359074685047632640,6.031,6.674,5.862,9.63,8.876041,,,,,0,-0.43,-0.04,0.04,[Fe/H],5.0,-3.0,3.0,M0 V,99.2915429,17.5662696,HD 260655 c,1.5356303601385992,0.0560449036546934,-0.0448359229237547,0.137,0.005,-0.004,3.0892921121002392,0.479920893957959,-0.479920893957959,0.00972,0.00151,-0.00151,0,1,1.92,5.70588,-7e-05,7e-05,574.5284606772874,570.3870952291386,579.6219725341033,0.047565211828312,7110999168.332655,7216626251.125364,6988499126.124778,0.1,2.3,3531.877164789512,0.89,1,87.79,-0.08,0.08,0.038,-0.022,0.036,0,-25.0,-116.0,156.0,9490.364599999972,0.0004,-0.0004,0,9493.217539999972,3531.877164789512,1,0.083,0.053207,-0.053207,2,2022,0,0,0,3.0,643.0,12.0,2028.0,22.0,4122.0,Transit,3.0,12.0,22.0,2
HD 260655,0.44,-0.01,0.01,3803.0,-10.0,10.0,0.44,0.0,0.0,10.0055,-0.00505,0.00505,5.2,-0.07,0.07,Gaia DR2 3359074685047632640,6.031,6.674,5.862,9.63,8.876041,,,,,0,-0.43,-0.04,0.04,[Fe/H],5.0,-3.0,3.0,M0 V,99.2915429,17.5662696,HD 260655 b,1.2441968611341936,0.0224179614618773,-0.0224179614618773,0.111,0.002,-0.002,2.138985176382161,0.340076395056302,-0.340076395056302,0.00673,0.00107,-0.00107,0,1,1.69,2.76953,-3e-05,3e-05,686.5375302505394,698.302433007695,675.8238535454867,0.0293772898721945,4391904835.893083,4246334978.094864,4533507398.396888,0.3,2.3,4019.144513654072,0.665,1,87.35,-0.14,0.14,0.039,-0.023,0.043,0,57.0,-160.0,70.0,9497.91019999981,0.0003,-0.0003,0,9499.29496499981,4290.95242882899,1,0.065,0.000384,-0.000384,2,2022,0,0,0,3.0,352.0,12.0,1214.0,22.0,2004.0,Transit,3.0,12.0,22.0,2
HD 28109,1.26,-0.08,0.08,6120.0,-50.0,50.0,1.45,-0.04,0.04,139.611,-0.427,0.429,4.13,-0.1,0.1,Gaia DR2 4668163021600295552,8.256,8.476,8.175,9.42,9.29976,8.136,8.175,8.155,7.997,0,0.0,-0.1,0.1,[Fe/H],1.1,-0.1,0.1,F8/G0 V,65.2383065,-68.1026875,HD 28109 d,3.2506044119722173,0.1120898073093868,-0.1120898073093868,0.29,0.01,-0.01,5.679593625846838,2.73650258078015,-2.110380619788641,0.01787,0.00861,-0.00664,0,1,0.0,84.25999,-0.00662,0.00744,574.0835100880614,574.0835100880614,574.0835100880614,0.4065630486964686,60781175780.122055,60781175780.122055,60781175780.122055,0.1,2.3,37023.631443638325,0.339,1,89.682,-0.082,0.093,0.0,,,1,,,,8355.673239999916,0.00432,-0.00432,0,8397.803234999916,37023.631443638325,1,0.0489,0.0021,-0.0024,2,2022,0,0,0,9.0,11870.0,37.0,41888.0,67.0,66097.0,Transit,9.0,37.0,67.0,1
HD 28109,1.26,-0.08,0.08,6120.0,-50.0,50.0,1.45,-0.04,0.04,139.611,-0.427,0.429,4.13,-0.1,0.1,Gaia DR2 4668163021600295552,8.256,8.476,8.175,9.42,9.29976,8.136,8.175,8.155,7.997,0,0.0,-0.1,0.1,[Fe/H],1.1,-0.1,0.1,F8/G0 V,65.2383065,-68.1026875,HD 28109 c,4.225785735563883,0.1120898073093868,-0.1120898073093868,0.377,0.01,-0.01,7.942531880800923,4.227117807709175,-3.044796135176985,0.02499,0.0133,-0.00958,0,1,0.0,56.00819,-0.00202,0.00194,657.8068033647041,657.8068033647041,657.8068033647041,0.3096573033987105,46293766858.10722,46293766858.10722,46293766858.10722,0.1,2.3,32213.69980090321,0.365,1,89.543,-0.086,0.093,0.0,,,1,,,,8377.801090000197,0.00724,-0.00733,0,8405.805185000198,32213.69980090321,1,0.0834,0.0015,-0.0017,2,2022,0,0,0,3.0,1358.0,13.0,4863.0,24.0,7970.0,Transit,3.0,13.0,24.0,2
