Star Name,Star Mass [Ms],Star Mass Error Lower [Ms],Star Mass Error Upper [Ms],Star Temperature [K],Star Temperature Error Lower [K],Star Temperature Error Upper [K],Star Radius [Rs],Star Radius Error Lower [Rs],Star Radius Error Upper [Rs],Star log(g),Star log(g) Error Lower,Star log(g) Error Upper,Star Metallicity,Star Metallicity Error Lower,Star Metallicity Error Upper,Metallicity Ratio,Star Age [Gyr],Star Age Error Lower [Gyr],Star Age Error Upper [Gyr],Star Spectral Type,Star Rotational Velocity [km/s],Star Rotational Velocity Error Lower [km/s],Star Rotational Velocity Error Upper [km/s],Star Rotation Period [days],Star Rotation Period Error Lower [days],Star Rotation Period Error Upper [days],Star Distance [pc],Star Distance Error Lower [pc],Star Distance Error Upper [pc],Star Parallax [mas],Star Parallax Error Lower [mas],Star Parallax Error Upper [mas],HD ID,HIP ID,TIC ID,Gaia ID,Star B Mag,Star V Mag,Star H Mag,Star I Mag,Star J Mag,Star Ks Mag,Star u Mag,Star g Mag,Star r Mag,Star i Mag,Star z Mag,Star TESS Mag,Star Kepler Mag,Star Gaia Mag,Star W1 Mag,Star W2 Mag,Star W3 Mag,Star W4 Mag,Star RA,Star Dec,Proper Motion [mas/yr],Total Proper Motion Error Lower [mas/yr],Total Proper Motion Error Upper [mas/yr],RA Proper Motion [mas/yr],RA Proper Motion Error Lower [mas/yr],RA Proper Motion Error Upper [mas/yr],Dec Proper Motion [mas/yr],Dec Proper Motion Error Lower [mas/yr],Dec Proper Motion Error Upper [mas/yr],Planet Name,Planet Radius [Rjup],Planet Radius Error Lower [Rjup],Planet Radius Error Upper [Rjup],Planet Radius [Re],Rp/Rs,Rp/Rs Error Lower,Rp/Rs Error Upper,Msin(i) [Mjup],Msin(i) Error Lower [Mjup],Msin(i) Error Upper [Mjup],Planet Mass [Mjup],Planet Mass Error Lower [Mjup],Planet Mass Error Upper [Mjup],Planet Mass [Me],Planet Mass Error Upper [Me],Planet Mass Error Lower [Me],Mass Flag,Radial Velocity Amplitude [m/s],Radial Velocity Amplitude Error Lower [m/s],Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude [m/s],Expected Radial Velocity Amplitude Error Upper [m/s],Expected Radial Velocity Amplitude Error Lower [m/s],Planet Density [g/cm3],Planet Density Error Lower [g/cm3],Planet Density Error Upper [g/cm3],Planet Period [days],Planet Period Error Lower [days],Planet Period Error Upper [days],Planet Temperature [K],Planet Transit Temperature [K],Planet Eclipse Temperature [K],Planet Insolation Flux [W/m2],Planet Insolation Flux Error Upper [W/m2],Planet Insolation Flux Error Lower [W/m2],Planet Insolation Flux [Earth],Planet Insolation Flux Error Upper [Earth],Planet Insolation Flux Error Lower [Earth],Planet Semi-major Axis [au],Planet Semi-major Axis Error Lower [au],Planet Semi-major Axis Error Upper [au],Planet Semi-major Axis [m],a/Rs,a/Rs Error Lower,a/Rs Error Upper,Inclination,Inclination Error Lower,Inclination Error Upper,Eccentricity,Eccentricity Error Lower,Eccentricity Error Upper,Periastron,Periastron Error Lower,Periastron Error Upper,Projected Obliquity,Projected Obliquity Error Lower,Projected Obliquity Error Upper,True Obliquity,True Obliquity Error Lower,True Obliquity Error Upper,Transit,Transit Impact Parameter,Transit Mid Time,Transit Mid Time Error Lower [days],Transit Mid Time Error Upper [days],Transit Depth [%],Transit Depth Error Lower [%],Transit Depth Error Upper [%],Transit Duration [hrs],Transit Duration Error Lower [hrs],Transit Duration Error Upper [hrs],Transit Duration T14 [s],Transit Duration T12 [s],Transit Duration T23 [s],Eclipse,Eclipse Impact Parameter,Eclipse Depth [%],Eclipse Depth Error Lower [%],Eclipse Depth Error Upper [%],Eclipse Duration E14 [s],Eclipse Duration E12 [s],Eclipse Duration E23 [s],Eclipse Mid Time,Transit Flag,RV Flag,Survey,Discovery Year,Publication,Publication Date,Controversial Flag,Solution Type,Number of Transmission Spectra,Number of Emission Spectra,TTV Flag,Eclipse Flag,Publication Year,Publication Month,No. Desired Parameters,Prime Source,Inferred Parameters,ExoClock Orbital Parameters,ExoClock Priority,ExoClock Ephemeris,Uniform Stellar Parameters,Calculated Parameters,Planet Albedo,Mean Molecular Weight,Heat Redistribution Factor,Assumed Parameters,Replaced Values,Available Transits,Available Eclipses,Tier 1 Transits,Tier 2 Transits,Tier 3 Transits,Tier 1 Eclipses,Tier 2 Eclipses,Tier 3 Eclipses,Preferred Method,Tier 1 Observations,Tier 2 Observations,Tier 3 Observations,FGS1_Flag,FGS2_Flag,FGS_Flag,Max Tier
SPECULOOS-3,0.1009,-0.0024,0.0024,2800.0,-29.0,29.0,0.123,-0.0022,0.0022,5.265,-0.014,0.014,0.07,-0.1,0.1,[Fe/H],6.6,-2.4,1.8,M6.5+/-0.5,4.2,-0.4,0.4,,,,14.80598291808339,,,,,,,,TIC 230741378,Gaia DR2 1869054868256849920,,17.8,10.867,,11.501,10.541,,,,,,13.7314,,15.4023,,,,,312.3632611,33.6123832,459.2962007,-8.0,8.0,-203.0,-8.0,8.0,-412.0,-8.0,8.0,SPECULOOS-3b,0.08716225,-0.00196271,0.00196271,0.97699998071526,0.07273,-0.0008,0.0008,,,,0.003618304645332,-0.0011641501902372,0.0016990300073733,1.15,0.54,-0.3699999999999999,True,,,,3.787040927364191,1.778262696327534,1.218439254891086,,,,0.71912603,-5.7e-07,5.7e-07,553.1825457855198,553.1825457855198,553.1825457855198,21371.76,1254.68,1091.62,15.7009749319245,0.921763075553302,0.8019694332702325,0.00733,-5.5e-05,5.5e-05,1096552392.231,12.81,-0.2,0.2,89.44,-0.39,0.39,0.0,,,0.0,,,,,,,,,True,0.1252009458323816,2459790.58344,-0.00032,0.00032,0.5291,-0.0116,0.0116,0.456,-0.0038,0.0038,1646.8523143550458,113.53048233349524,1419.791349688055,True,0.1252009458323818,,,,1646.8523143550458,113.53048233349524,1419.791349688055,2459790.943003015,1.0,0.0,SPECULOOS Southern Observatory,2024.0,<a refstr=GILLON_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024NatAs.tmp...96G/abstract target=ref>Gillon et al. 2024</a>,2024-05,0.0,Published Confirmed,0.0,0.0,False,False,2024,5,10,True,,False,,,False," Star Distance, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Planet Mass, ",,766.0,772.0,2.0,16.0,31.0,424.0,3070.0,5590.0,Transit,2.0,16.0,31.0,1,0,1,2
TIC393818343,1.082,-0.056,0.055,5756.0,-66.0,67.0,1.086,-0.02,0.02,4.402,-0.018,0.013,0.318,-0.058,0.058,[Fe/H],3.8,-2.1,2.6,,,,,,,,93.7345,-0.35,0.3527,10.6397,-0.0396895,0.0396895,,,TIC 393818343,Gaia DR2 4233021433662981760,10.262,9.48,8.094,,8.401,8.052,,,,,,8.9797,,9.429071,7.933,8.003,8.026,7.648,310.2917002,3.6382967,105.4670518,-0.0483979,0.0483979,-56.7068,-0.0618212,0.0618212,-88.9249,-0.0417218,0.0417218,TIC393818343b,1.087,-0.021,0.023,12.184162054530344,0.10295,-0.00062,0.00065,,,,4.34,-0.15,0.15,1379.3752846208886,47.674260989201215,-47.674260989201215,False,414.8,-2.8,2.8,,,,4.22,-0.24,0.16,16.24921,-0.00011,0.0001,804.4254549055494,1020.0632432077836,1001.998596898748,95351.74,4538.61,4636.64,70.05109918206938,3.3343347406007675,3.4063534499900068,0.1291,-0.0022,0.0021,19313085107.37,25.6,-0.42,0.28,89.57,-0.38,0.3,0.6058,-0.0023,0.0023,1.69,-0.49,0.49,,,,,,,True,0.1194810757358789,2459811.2402,-0.00024,0.00025,1.06,-0.013,0.013,4.1506,-0.02,0.021,14972.996596622315,1417.951314926963,12137.09396676839,True,0.1238280672612033,,,,15510.490082462644,1469.8128989326672,12570.86428459731,2459825.222366378,1.0,1.0,Transiting Exoplanet Survey Satellite (TESS),2024.0,<a refstr=SGRO_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240515021S/abstract target=ref>Sgro et al. 2024</a>,2024-05,0.0,Published Confirmed,0.0,0.0,False,False,2024,5,14,True,,False,,,False, ,0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",,23.0,24.0,22.0,148.0,284.0,1.0,2.0,4.0,Eclipse,1.0,2.0,4.0,0,0,0,2
TIC434398831,0.992,-0.018,0.014,5638.0,-50.0,50.0,0.909,-0.048,0.048,4.42,-0.1,0.1,-0.081,-0.08,0.08,[m/H],0.061,-0.006,0.006,G4 V,32.16,-0.35,0.35,1.75,-0.12,0.12,217.011,-2.146,2.19,4.57988,-0.0456867,0.0456867,,,TIC 434398831,Gaia DR2 3369841304767966976,12.48,11.682,10.241,,10.59,10.138,,,,,,11.311,,11.7893,9.936,10.048,9.985,8.437,93.9592639,16.0238459,17.3330973,-0.0626747,0.0626747,5.52844,-0.0723099,0.0723099,-16.4278,-0.0614884,0.0614884,TIC434398831b,0.31314176,-0.01873498,0.01962712,3.509999953892225,0.0353,-0.0013,0.0013,,,,0.0483908916914844,-0.0211120210175462,0.0373157331249028,15.38,11.86,-6.71,True,,,,6.403267386024861,4.937760155933344,2.7936231573619503,,,,3.685504,-1.1e-05,1.2e-05,1254.4385356022672,1233.2870755944575,1277.2152166041758,561826.54,25217.51,21669.12,412.7514262105638,18.526293218506822,15.919433397944944,0.04641,-0.00017,0.00017,6942837179.187,10.1,-0.11,0.11,88.2,-1.1,1.1,0.04,-0.034,0.088,-61.0,-51.0,110.0,,,,,,,True,0.328223912927387,2458468.635,-0.0034,0.0026,0.1253213592333536,,,2.76,-0.15,0.15,10223.729088029597,390.2116784527608,9443.305731124074,True,0.3060345160700483,,,,9602.846792952188,361.1025626378741,8880.641667676438,2458470.5232766806,1.0,0.0,Transiting Exoplanet Survey Satellite (TESS),2025.0,<a refstr=VACH_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.tmp..728V/abstract target=ref>Vach et al. 2025</a>,2025-06,0.0,Published Confirmed,0.0,0.0,False,False,2025,6,11,True,,False,,,False," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Planet Mass, ",,98.0,95.0,9.0,120.0,240.0,59.0,489.0,957.0,Transit,9.0,120.0,240.0,0,0,0,1
TIC434398831,0.992,-0.018,0.014,5638.0,-50.0,50.0,0.909,-0.048,0.048,4.42,-0.1,0.1,-0.081,-0.08,0.08,[m/H],0.061,-0.006,0.006,G4 V,32.16,-0.35,0.35,1.75,-0.12,0.12,217.011,-2.146,2.19,4.57988,-0.0456867,0.0456867,,,TIC 434398831,Gaia DR2 3369841304767966976,12.48,11.682,10.241,,10.59,10.138,,,,,,11.311,,11.7893,9.936,10.048,9.985,8.437,93.9592639,16.0238459,17.3330973,-0.0626747,0.0626747,5.52844,-0.0723099,0.0723099,-16.4278,-0.0614884,0.0614884,TIC434398831c,0.50227582,-0.02497997,0.02587211,5.629999987996426,0.0568,-0.0014,0.0015,,,,0.091181277062368,-0.0522923680047121,0.1228021133107047,28.980000000000004,39.03,-16.62,True,,,,10.129441921523942,13.642240103418889,5.809224456029257,,,,6.210291,-2e-05,1.3e-05,1054.2462259335364,1048.4445431196036,1060.1933683778611,282006.81,10692.35,10594.12,207.17909308554823,7.855240715475139,7.783075074107141,0.06572,-0.00024,0.00024,9831572062.404,14.3,-0.16,0.15,87.79,-0.61,0.77,0.013,-0.01,0.025,-59.0,-81.0,106.0,,,,,,,True,0.5575594317508753,2458470.6239,-0.0023,0.0036,0.3224242237405857,,,3.04,-0.26,0.26,10857.617498328358,829.2478868711132,9199.121724586132,True,0.545270405975042,,,,10707.311887512662,803.0840538605008,9101.14377979166,2458473.7555182143,1.0,0.0,Transiting Exoplanet Survey Satellite (TESS),2025.0,<a refstr=VACH_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025MNRAS.tmp..728V/abstract target=ref>Vach et al. 2025</a>,2025-06,0.0,Published Confirmed,0.0,0.0,False,False,2025,6,11,True,,False,,,False," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Planet Mass, ",,57.0,57.0,3.0,33.0,66.0,22.0,176.0,359.0,Transit,3.0,33.0,66.0,0,0,0,1
TIC88785435,0.724,-0.017,0.017,3998.0,-95.0,95.0,0.911,-0.038,0.038,4.19,-0.37,0.37,-0.08,-0.11,0.11,[m/H],0.016,-0.0016,0.0016,K7 V,10.0,,,8.49,-0.046,0.046,122.386,-0.659,0.665,8.14234,-0.0438609,0.0438609,,,TIC 88785435,Gaia DR2 6205812887538362624,14.659,13.259,9.764,,10.435,9.546,,,,,,11.7279,,12.6115,9.446,9.453,9.34,8.329001,224.2838576,-30.8800273,36.105719,-0.0692561,0.0692561,-24.5095,-0.0774059,0.0774059,-26.5124,-0.0614404,0.0614404,TIC88785435b,0.44874732,-0.01784284,0.01873498,5.030000062940374,0.0508,-0.0017,0.0018,,,,0.0784700155257232,-0.0426016042589531,0.0931005517003267,24.94,29.59,-13.539999999999996,True,,,,9.107372155585368,10.805418688202522,4.944419365943299,,,,10.508843,-3.4e-05,3.7e-05,633.8848912098891,621.4435539829115,656.8559529702876,36154.12,3133.07,3457.71,26.560981959641616,2.30174087346876,2.540240861392074,0.08432,-0.00068,0.00068,12614092457.424002,19.89,-0.52,0.52,88.97,-0.39,0.73,0.131,-0.064,0.06,-25.0,-113.0,157.0,,,,,,,True,0.3720004018587228,2458609.2369,-0.0061,0.0055,0.2562346562284574,,,4.1,-0.15,0.15,14995.100738740408,835.8236054910467,13323.453527758316,True,0.3329710716098167,,,,13612.266696839755,736.5058500299137,12139.25499677993,2458615.284958298,1.0,0.0,Transiting Exoplanet Survey Satellite (TESS),2025.0,<a refstr=VACH_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025arXiv250200576V/abstract target=ref>Vach et al. 2025</a>,2025-02,0.0,Published Confirmed,0.0,0.0,False,False,2025,2,11,True,,False,,,False," Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Planet Mass, ",,34.0,34.0,5.0,50.0,101.0,142.0,890.0,1757.0,Transit,5.0,50.0,101.0,0,0,0,1
TOI-1064,0.748,-0.032,0.032,4734.0,-67.0,67.0,0.726,-0.007,0.007,4.6,-0.06,0.06,0.05,-0.08,0.08,[Fe/H],9.4,-3.8,3.8,,2.7,-0.7,0.7,,,,68.0726,-0.3601,0.3639,14.662,-0.077535,0.077535,,,TIC 79748331,Gaia DR2 6683371847364921088,12.022,10.938,8.628,,9.097,8.467,,,,,,10.0059,,10.6491,8.41,8.477,8.406,8.141,296.0039349,-47.5620305,100.9502198,-0.0716195,0.0716195,-3.45731,-0.124271,0.124271,-100.891,-0.0715349,0.0715349,TOI-1064c,0.23650679,-0.003747,0.00383621,2.651000051846161,0.03347,-0.00041,0.00042,,,,0.00786588,-0.0062927,0.00566343,2.500000106864921,1.799998932760479,-1.99999881417831,False,0.85,-0.67,0.59,,,,0.771906,-0.606498,0.496225,12.226574,4.6e-05,4.6e-05,633.427689218497,647.6113069813838,623.9580345923167,37454.94,2584.43,2450.06,27.516642242694864,1.8986770693341888,1.799960819404249,0.09429,-0.00136,0.00132,14105583228.303,27.92752335836905,,,88.455,-0.056,0.058,0.088,-0.064,0.081,25.0,-16.0,22.0,,,,,,,True,0.720362148627358,2459043.51289,0.00069,0.00069,0.1120688389397783,,,2.37,-0.1,0.1,8573.073187455495,559.0861874107081,7454.900812634079,True,0.7760129475295416,,,,8506.364424146555,662.8750908920942,7180.614242362367,2459050.246734598,1.0,1.0,Transiting Exoplanet Survey Satellite (TESS),2022.0,<a refstr=WILSON_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp..107W/abstract target=ref>Wilson et al. 2022</a>,2022-01,0.0,Published Confirmed,0.0,0.0,False,False,2022,1,12,True,,False,high,True,False," a/Rs, Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",,30.0,34.0,1.0,6.0,12.0,1130.0,6960.0,12229.0,Transit,1.0,6.0,12.0,0,0,0,2
TOI-1107,1.35,-0.08,0.08,6311.0,-98.0,98.0,1.81,-0.06,0.06,4.05,-0.04,0.04,-0.1,-0.09,0.09,[Fe/H],2.6,-0.2,0.2,F6 V,12.31,-0.79,0.79,6.2,-0.3,0.3,281.314,-2.003,2.031,3.52605,-0.0252945,0.0252945,,,TIC 394561119,Gaia DR2 5192364501633274880,11.038,10.553,9.322,,9.545,9.205,,,,,,10.0068,,10.3745,9.156,9.18,9.158,9.053001,155.6078632,-82.2188693,9.5162534,-0.0442771,0.0442771,9.06501,-0.0446191,0.0446191,2.89563,-0.0407739,0.0407739,TOI-1107b,1.3,-0.05,0.05,14.571674950220284,0.07379,-0.0003,0.00033,,,,3.35,-0.18,0.18,1064.7251620921606,57.20911318704147,-57.20911318704147,False,349.0,-13.0,13.0,,,,1.89,-0.22,0.23,4.0782387,2.4e-06,2.4e-06,1728.5794068785644,1749.55175941752,1708.443587649289,2084589.69,292363.06,248980.12,1531.464440272503,214.7874146107171,182.9157085175744,0.0561,-0.0025,0.0024,8392440546.269999,6.664808802827471,,,88.63,-0.96,0.89,0.025,-0.016,0.023,71.97,-42.43,20.48,,,,,,,True,0.1555497524514257,2459385.0123,0.0002,0.0002,0.544754017176768,,,,,,17540.79890679176,1242.0670012908558,15056.664904210047,True,0.1631254147222773,,,,18371.752863573027,1303.408867846574,15764.93512787988,2459387.071514571,1.0,1.0,Transiting Exoplanet Survey Satellite (TESS),2022.0,<a refstr=PSARIDI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220510854P/abstract target=ref>Psaridi et al. 2022</a>,2022-05,0.0,Published Confirmed,0.0,0.0,False,False,2022,5,12,True,,False,high,True,False," a/Rs, Transit Depth, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ",,266.0,267.0,19.0,189.0,370.0,1.0,2.0,4.0,Eclipse,1.0,2.0,4.0,0,0,0,2
TOI-1130,0.712,-0.017,0.017,4350.0,-60.0,60.0,0.695,-0.015,0.015,4.62,-0.04,0.04,0.3,-0.06,0.06,[Fe/H],4.1,-0.9,0.9,K6-K7,2.5,-0.9,0.9,25.6,-1.2,1.2,58.2609,-0.1691,0.17,17.1355,-0.0495743,0.0495743,,,TIC 254113311,Gaia DR2 6715688452614516736,12.422,11.595,8.493,,9.055,8.351,,,,,,10.1429,,10.9028,8.266,8.339,8.244,8.472,286.3760037,-41.4376399,29.9323414,-0.0744053,0.0744053,12.5383,-0.0881018,0.0881018,-27.1797,-0.0711512,0.0711512,TOI-1130b,0.31760247,-0.01159784,0.01159784,3.559999966328531,0.047,-0.0011,0.27,,,,0.06066166,-0.00305196,0.00305196,19.27999873918792,0.9699995837906836,-0.9699995837906836,False,9.688343048882142,,,,,,2.34,-0.26,0.26,4.079539,2.6e-05,2.6e-05,828.9098281887927,843.1458633524157,816.8976914678976,98109.35,8583.97,6581.43,72.07700465181189,6.30629848858456,4.835112664853802,0.04457,-0.00036,0.00036,6667577097.099,13.77,-0.27,0.27,92.14,-0.26,0.26,0.0541,-0.0015,0.0015,144.24,-0.72,0.72,,,,,,,True,0.4969735232812484,2458866.5752,0.0013,0.0013,0.2205306817530666,,,,,,7278.285603224459,428.5251972848373,6421.235208654784,True,0.52942365459579,,,,7599.713959011691,466.9393117561495,6665.835335499392,2458868.500934157,1.0,1.0,Transiting Exoplanet Survey Satellite (TESS),2020.0,<a refstr=KORTH_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A.115K/abstract target=ref>Korth et al. 2023</a>,2023-07,0.0,Published Confirmed,0.0,0.0,True,False,2023,7,13,True,,False,alert,True,False," Transit Depth, Radial Velocity Amplitude, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ","Star Rotational Velocity [km/s], ",91.0,91.0,3.0,29.0,58.0,31.0,176.0,344.0,Transit,3.0,29.0,58.0,0,0,0,1
TOI-1135,1.125,-0.032,0.032,6122.0,-15.0,15.0,1.16,-0.029,0.029,4.56,-0.02,0.02,0.0,-0.02,0.02,[Fe/H],0.562,-0.438,0.438,G0,10.4,-0.1,0.1,5.13,-0.27,0.27,114.048,-0.306,0.308,8.73936,-0.0234385,0.0234385,,HIP 62908,TIC 154872375,Gaia DR2 1726858366624544640,10.134,9.54,8.265,,8.458,8.192,,,,,,9.02855,,9.41353,8.144,8.151,8.127,8.011,193.3963704,85.1294952,17.6292865,-0.0492208,0.0492208,16.8827,-0.0498496,0.0498496,5.07604,-0.0416364,0.0416364,TOI-1135b,0.805,-0.02,0.02,9.023229488405638,0.0697,-0.0002,0.0002,,,,0.3627114430555482,-0.2342144328682772,0.6595697415660527,115.28,209.63,-74.44,True,15.18,,,34.03611562620369,61.89270401388861,21.97821345606005,0.41,,,8.02773,-3e-06,3e-06,1113.274936687288,1113.274936687288,1113.274936687288,346487.31,19883.5,13292.35,254.55033036773543,14.607609998377338,9.7653564393558,0.082,-0.003,0.003,12267025397.4,15.12,-0.4,0.4,89.97,-0.02,0.03,0.0,,,0.0,,,,,,,,,True,0.0079168131253068,2459583.2582,-0.0002,0.0002,0.486,-0.003,0.003,4.05,-0.11,0.11,15632.12183760953,1020.0108228970722,13592.100191815383,True,0.0079168131253079,,,,15632.12183760953,1020.0108228970722,13592.100191815383,2459587.272065,1.0,0.0,Transiting Exoplanet Survey Satellite (TESS),2024.0,<a refstr=MALLORQU_IACUTE_N_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240217448M/abstract target=ref>Mallorqu&iacute;n et al. 2024</a>,2024-02,0.0,Published Confirmed,0.0,0.0,False,False,2024,2,11,True,,False,,,False, ,0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, Eccentricity, Periastron, Planet Mass, ",,129.0,130.0,2.0,8.0,16.0,2.0,6.0,12.0,Eclipse,2.0,6.0,12.0,0,0,0,2
TOI-1136,1.022,-0.027,0.027,5770.0,-50.0,50.0,0.968,-0.036,0.036,4.47,-0.04,0.04,0.07,-0.06,0.06,[Fe/H],0.7,-0.15,0.15,,6.7,-0.6,0.6,,,,84.5362,-0.1577,0.1583,11.8003,-0.0219459,0.0219459,,,TIC 142276270,Gaia DR2 1677343097418015488,10.159,9.534,8.088,,8.363,8.034,,,,,,8.9361,,9.36789,7.954,7.986,7.961,8.041,192.1848981,64.8552755,10.2137503,-0.0344021,0.0344021,0.93678,-0.0392013,0.0392013,-10.1707,-0.0343585,0.0343585,TOI-1136b,0.16950694,-0.01338213,0.01873498,1.900000024220379,0.018,-0.0017,0.0019,,,,0.01101223,-0.00220245,0.00251708,3.499999513954076,0.799999525671324,-0.7000011741044415,False,1.368193409001646,,,,,,,,,4.17278,0.00024,0.00024,1214.266026888955,1228.0926679597435,1201.461181437014,492825.06,28816.97,31222.7,362.0588062417035,21.170672119845086,22.93806546615717,0.0508236545642223,,,7603110503.999992,11.29,-0.24,0.28,86.44,-0.21,0.27,0.031,-0.021,0.038,45.0,-99.0,26.0,,,,,,,True,0.6853418360175673,2458684.2257016865,-0.0001559229501754,0.0001559229501754,0.0323813640956467,,,2.07,-0.078,0.068,7503.633274002832,246.8036750508345,7010.025923901163,True,0.7160610213876322,,,,7536.242286906907,268.98534931820905,6998.271588270489,2458686.3703317544,1.0,0.0,Transiting Exoplanet Survey Satellite (TESS),2022.0,<a refstr=DAI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221009283D/abstract target=ref>Dai et al. 2022</a>,2022-10,0.0,Published Confirmed,0.0,0.0,True,False,2022,10,12,True,,False,high,True,False," Planet Semi-major Axis, Transit Depth, Radial Velocity Amplitude, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ","Planet Mass [Mjup], Transit Mid Time, ",198.0,199.0,7.0,56.0,111.0,231.0,1418.0,2849.0,Transit,7.0,56.0,111.0,0,0,0,1
TOI-1136,1.022,-0.027,0.027,5770.0,-50.0,50.0,0.968,-0.036,0.036,4.47,-0.04,0.04,0.07,-0.06,0.06,[Fe/H],0.7,-0.15,0.15,,6.7,-0.6,0.6,,,,84.5362,-0.1577,0.1583,11.8003,-0.0219459,0.0219459,,,TIC 142276270,Gaia DR2 1677343097418015488,10.159,9.534,8.088,,8.363,8.034,,,,,,8.9361,,9.36789,7.954,7.986,7.961,8.041,192.1848981,64.8552755,10.2137503,-0.0344021,0.0344021,0.93678,-0.0392013,0.0392013,-10.1707,-0.0343585,0.0343585,TOI-1136c,0.25684762,-0.00553128,0.00535285,2.879000023367461,0.02725,-0.00057,0.00053,,,,0.02391227,-0.01573176,0.01604639,7.599998672161644,5.099998565296724,-5.000000213729842,False,2.6172260993193315,,,,,,,,,6.25725,0.00017,0.00017,1060.5470923703176,1008.7387229369192,1123.91615671105,288880.16,16757.85,15841.07,212.2286676666002,12.311320301320574,11.63779880388238,0.0666244541674482,,,9966876479.99999,14.8,-0.32,0.37,89.42,-0.55,0.39,0.117,-0.028,0.028,-113.0,-4.0,7.3,,,,,,,True,0.1656007080238524,2458688.77089868,-0.0002861840950917,0.0002861840950917,0.0743483378374465,,,3.27,-0.15,0.011,13130.35864335192,358.3411086626302,12413.67642602666,True,0.1333987455823221,,,,10628.32845892632,287.39412223490854,10053.540214456503,2458691.7164154723,1.0,1.0,Transiting Exoplanet Survey Satellite (TESS),2022.0,<a refstr=DAI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv221009283D/abstract target=ref>Dai et al. 2022</a>,2022-10,0.0,Published Confirmed,0.0,0.0,True,False,2022,10,12,True,,False,high,True,False," Planet Semi-major Axis, Transit Depth, Radial Velocity Amplitude, ",0.2,2.3,0.8,"Planet Albedo, Heat Redistribution Factor, Mean Molecular Weight, ","Planet Mass [Mjup], Transit Mid Time, ",131.0,133.0,3.0,20.0,37.0,51.0,281.0,541.0,Transit,3.0,20.0,37.0,0,0,0,2
